company_name,company_age,diversity_score,glassdoor_rating,hq_region
"Garcia, Kim and Barrett",22,7.76,4.8,Africa
Chapman-Odom,98,9.86,2.5,South America
Jackson-Meza,11,6.51,3.1,Asia
"Skinner, Smith and Wise",57,6.69,3.0,Oceania
Meza Group,19,8.24,4.9,Africa
Rodriguez-Mendoza,69,6.96,4.0,Asia
Lee-Munoz,64,7.81,4.7,Africa
Peterson-Ramsey,77,9.47,2.7,Oceania
Mcdowell-Smith,30,7.48,4.9,South America
Nguyen-Dennis,64,9.6,4.6,Oceania
Morgan-Barnes,76,7.35,2.9,Oceania
Rogers Group,2,7.74,2.9,South America
Davis PLC,88,8.08,2.8,Europe
"Soto, Vaughn and Griffin",40,5.73,2.9,North America
"Liu, Buchanan and Meyer",86,6.42,3.3,North America
Carr-Huffman,61,5.64,4.0,Asia
Herman-Walker,99,6.23,3.8,South America
"Russo, Collins and Murphy",25,6.07,3.9,Oceania
Oneal-Duncan,44,9.89,2.6,Africa
Williams-Smith,89,7.46,4.6,Europe
Luna-Gallagher,67,9.05,4.8,Oceania
Evans-Briggs,84,8.65,3.4,Europe
"Bentley, Lynch and Henderson",26,8.05,4.1,Europe
"Hernandez, Martinez and Weber",60,7.42,3.5,Europe
Moody-Taylor,69,6.13,3.6,Asia
Love-Mcdowell,80,9.71,3.6,Oceania
"Leach, Skinner and Mills",63,6.35,3.1,Asia
Williams-Juarez,55,6.43,2.8,Oceania
"Glenn, Brown and Michael",42,9.19,3.4,Oceania
Bartlett Ltd,68,9.53,3.2,Asia
George LLC,72,7.84,4.8,Africa
Thompson-Hunter,13,5.12,4.0,South America
Davis-Ortiz,46,9.84,4.9,Africa
"Anderson, Jones and Reyes",5,6.72,3.9,South America
Hood and Sons,76,7.63,4.8,Oceania
"Walker, Cunningham and Zuniga",75,9.13,2.8,North America
Simmons-Reed,25,8.53,3.0,South America
Hernandez-Lopez,94,5.83,4.4,South America
"Gray, Montoya and Miller",91,7.72,4.7,Oceania
Lucas-Johnson,74,7.33,3.5,South America
Bates PLC,92,8.1,3.3,Asia
Weaver-Gibson,49,8.65,4.2,South America
"Quinn, Humphrey and Ford",18,9.35,4.1,Africa
Walters Group,24,5.91,3.7,North America
Hayes and Sons,25,9.71,2.7,South America
"Johnson, Webb and Porter",52,5.35,2.6,North America
"Andrews, Higgins and Carter",89,5.26,3.8,Africa
Allen-Peterson,28,7.39,3.2,Africa
Glover-Chan,52,7.06,3.6,Oceania
Baker-Ross,55,5.99,2.8,North America
"Jones, Scott and Rodriguez",82,8.82,4.9,South America
Stevens-Johnston,67,7.05,2.9,South America
"Fisher, Wilson and Brown",26,5.38,4.5,Europe
Hopkins LLC,14,6.11,2.8,Europe
Goodwin PLC,41,8.59,3.7,North America
Brown Group,25,7.73,4.0,Africa
Fuentes Group,50,9.24,3.4,Africa
"Snyder, Campos and Callahan",72,5.08,4.2,North America
Cole-Lucero,5,7.51,3.7,Oceania
Allen-Peterson,57,7.84,3.5,Asia
"Anderson, Thompson and Gill",52,9.63,3.7,North America
"Brooks, Neal and Baldwin",36,7.44,2.8,Asia
"Richardson, Farmer and Andrews",64,5.44,3.2,Africa
"Hurst, Freeman and Nelson",2,8.55,2.6,Asia
"Avery, Horton and Fernandez",55,6.31,3.3,Europe
Marquez-Fletcher,47,7.81,2.6,South America
Franklin Group,89,5.53,4.4,South America
West PLC,21,8.82,3.4,North America
"Baker, Clark and Armstrong",95,8.55,3.5,Europe
Todd-Myers,64,5.14,3.1,Asia
Huang LLC,75,9.8,3.1,South America
"Carrillo, Morris and Martin",98,7.34,3.2,South America
"White, Washington and Newman",1,5.36,3.2,Asia
Ellis-Lawrence,55,7.62,4.6,Europe
Figueroa-Malone,54,9.21,4.7,Africa
"Aguirre, Cohen and Mitchell",11,8.83,3.4,Europe
Carr-Huffman,99,6.1,4.6,Asia
Moore-Murray,71,6.36,3.9,North America
"Lawson, Morris and Ramos",32,6.32,3.7,Europe
Miller-Mccall,51,5.07,3.8,North America
Atkins Ltd,6,8.1,3.5,North America
Gonzales-Harrison,26,5.66,3.2,South America
Clark Ltd,57,6.5,3.5,North America
Wright-Espinoza,82,5.48,3.7,Europe
Baker-Ross,6,8.52,3.4,North America
Hancock and Sons,7,5.1,4.5,Europe
"Johnson, Lee and Whitaker",11,5.61,4.3,Asia
"Gardner, Brooks and Pierce",79,5.94,4.4,South America
Blake LLC,43,8.78,4.8,Oceania
Boyd and Sons,56,7.02,3.6,Asia
Owens-Russell,50,5.32,3.7,Oceania
"Mitchell, Nelson and Flores",71,8.55,4.0,Asia
Clay Inc,54,9.27,4.2,Asia
Scott PLC,67,7.98,4.1,Asia
Washington-Martinez,31,5.32,3.1,Europe
"Newman, Jenkins and Cooper",13,8.03,3.4,North America
Miller-King,15,7.16,4.3,Oceania
"Macdonald, Willis and Silva",8,5.61,3.6,Europe
Cook-Hines,54,9.34,4.9,Africa
Anderson-Bell,46,7.95,4.4,North America
"Franco, Wiley and Tapia",75,6.5,4.7,Europe
Reynolds and Sons,31,6.16,4.2,Africa
"Roberts, Stanton and Smith",89,7.19,3.2,Africa
Bell-Hardy,44,8.0,4.4,Europe
George LLC,24,5.86,3.9,Oceania
Hicks-Hill,74,9.3,4.4,Africa
Weaver-Gibson,43,6.4,4.8,South America
Rose-Warren,42,8.05,3.9,Oceania
"Jackson, Jackson and Perry",28,8.0,3.1,Africa
Mccarthy Inc,98,7.04,3.0,Europe
"Morgan, Bradshaw and Williams",41,6.2,2.6,Africa
"Sanford, Rivera and Garcia",67,9.84,2.7,Asia
Smith LLC,62,7.98,4.6,Asia
"Haynes, Mcbride and Gutierrez",72,9.8,3.3,North America
Wilson-Harris,40,5.2,2.8,Oceania
"Mason, Martinez and Beck",3,9.14,4.0,North America
George-Stephens,73,5.4,3.3,Europe
Kramer-Shannon,42,7.21,3.5,Oceania
"Warren, Gibson and Wood",61,7.49,3.0,Oceania
"Miranda, Nguyen and Hayes",26,9.62,2.8,Asia
Ramirez-Bell,92,9.25,2.7,North America
Austin-Morgan,76,8.17,4.9,North America
Clements-Simmons,4,5.9,4.5,North America
Perez LLC,49,9.25,4.5,Europe
Reyes-Bradley,20,8.19,4.1,Africa
Hunt-Burns,72,8.48,4.6,South America
"Zhang, Cunningham and Kline",41,6.28,4.7,Oceania
Williams-Smith,12,9.66,4.0,Asia
Allen Inc,1,6.77,3.7,South America
"Marks, Miller and Griffin",11,5.29,4.0,North America
"Chang, Ayers and Buckley",81,7.18,3.5,Europe
Gamble-Wright,89,8.3,3.6,Asia
"Castro, Garcia and Daniels",72,6.68,3.1,North America
"Brooks, Greene and Rowland",74,9.4,4.3,South America
"Hoffman, Baker and Richards",4,9.64,5.0,Asia
King-Lawrence,63,9.66,3.9,North America
"Garcia, Kim and Barrett",91,6.66,3.8,Europe
Bird-Savage,44,8.24,4.9,Africa
Byrd LLC,12,5.67,2.8,Oceania
Morgan-Rodriguez,90,5.66,4.1,North America
Nolan-Flynn,89,5.89,3.1,Oceania
"Burns, Lopez and Jones",83,5.91,4.9,Oceania
Cook-Turner,59,9.86,3.1,South America
White-Carlson,13,5.35,2.9,Europe
"Powers, Brennan and Sanchez",15,9.9,4.4,Oceania
Medina Group,26,7.93,3.3,South America
Smith-Ramirez,77,9.32,4.9,South America
"Alvarez, Benson and Wilson",31,5.52,3.7,Oceania
"Davis, Alexander and Mcintyre",1,6.0,4.3,Europe
"Smith, Gilmore and Johnston",68,9.0,2.7,North America
"Brown, Kelly and Moore",50,8.73,4.3,South America
Garcia-Jennings,91,7.99,3.8,Africa
"Miranda, Ruiz and Meza",79,8.35,3.0,Asia
"Hale, Myers and Larson",69,9.35,2.6,Oceania
Solis-West,64,9.36,4.1,Oceania
Smith-Ramirez,58,8.45,4.2,Europe
"Hanson, Williams and Mcclure",24,7.57,4.4,Africa
Bryant-Rich,99,7.84,3.3,Oceania
Dennis-Butler,95,8.05,2.9,Asia
Clark-Figueroa,57,8.32,4.8,Europe
House-Glover,50,8.92,4.1,Asia
Phillips PLC,84,6.73,2.5,Asia
"Davis, Alexander and Mcintyre",55,5.52,3.6,Europe
Gonzalez Group,96,9.91,4.3,Europe
Johnson-Schultz,28,6.25,2.6,Europe
Brown-Rodriguez,24,6.45,4.9,South America
May Group,23,6.13,4.3,Oceania
Frazier Group,36,6.29,3.3,Europe
"Carter, Alexander and Hunter",73,6.84,3.7,Oceania
"Carrillo, Vaughn and Fowler",50,8.83,2.6,South America
Lopez-Fletcher,73,8.16,2.5,South America
"Hughes, Whitney and Romero",82,8.85,4.5,Europe
Proctor-Taylor,51,7.43,3.2,Oceania
Underwood PLC,99,8.61,5.0,North America
"Cooper, Swanson and Mayo",6,9.07,3.6,Africa
Wilson Ltd,53,6.37,2.8,Asia
Miller-King,27,7.57,4.8,South America
"Buchanan, Walker and Chapman",11,8.9,3.3,North America
Wright PLC,11,8.12,2.8,Africa
"Phillips, Thompson and Smith",94,5.09,5.0,Asia
"Burns, Lopez and Jones",94,5.76,4.1,Asia
"Bryan, Lam and Hayes",92,9.15,4.3,South America
"Thompson, Gibson and Riley",71,6.46,3.3,Asia
"Shaffer, Garcia and Richardson",2,5.03,3.7,Oceania
Oneal-Duncan,92,9.33,4.0,South America
"Brown, Harris and Dougherty",93,7.07,4.4,South America
Ferguson-Lyons,68,5.2,3.9,Africa
Yu-Brooks,82,7.44,2.5,Oceania
Hernandez PLC,38,8.24,4.5,Asia
"Mayer, Fowler and Livingston",46,8.32,3.7,South America
Li Inc,87,6.75,2.9,Asia
Bell-Hardy,1,9.8,4.5,Africa
Brennan-Johnson,87,6.82,4.3,North America
Watson PLC,36,9.93,3.3,South America
Cole-Johnson,50,5.91,3.4,Oceania
Williams-Berg,81,8.86,3.4,Africa
Ballard Ltd,58,6.51,2.6,Africa
Barker-Moore,86,6.78,3.5,North America
Ward-Patrick,25,6.82,3.7,Africa
Rodriguez-Johnson,78,9.44,4.2,Africa
Morgan-Rodriguez,27,5.53,2.8,South America
Meza Group,89,8.69,3.1,Asia
Vargas-Snyder,8,8.17,3.0,North America
"Mitchell, Nelson and Flores",98,6.01,4.8,North America
Morgan-Barnes,49,9.58,5.0,North America
Boone-Davis,60,9.75,3.3,Europe
Durham-Shaw,77,9.48,4.0,Europe
White-Coleman,68,8.29,4.7,Europe
Todd-Pham,88,6.66,4.8,South America
"Watson, Smith and Morris",45,8.3,2.6,Asia
"Warren, Gibson and Wood",5,6.44,2.8,Europe
Hill Group,29,6.2,4.7,Oceania
"Sanders, Harris and Arnold",46,5.22,4.3,Africa
"Carroll, King and Scott",27,8.32,4.7,Asia
"Gonzalez, Smith and Padilla",30,5.46,2.8,Asia
Brennan-Johnson,29,8.36,3.7,Africa
"Long, Flores and Reyes",64,8.06,2.9,South America
Williams-Juarez,37,9.85,3.2,South America
Ramirez-Vasquez,71,5.67,3.4,Europe
"Robertson, Fisher and Smith",30,5.45,4.3,Asia
Knox-Powers,44,9.38,3.2,South America
Diaz Inc,21,5.98,4.4,Oceania
Perry-Peters,81,7.61,3.7,Asia
"Anderson, Jones and Reyes",18,8.22,4.0,Oceania
Young-Molina,95,5.24,4.0,Oceania
Hudson-Gentry,36,7.78,3.6,Europe
"Wilson, Smith and Cortez",6,9.35,4.7,Africa
Woods-Anderson,54,8.5,4.5,Asia
Cortez-Chen,70,8.53,3.9,Africa
Randall LLC,38,7.46,3.9,Oceania
Garrett-Young,6,6.21,4.2,North America
Powell-Montgomery,40,5.43,4.3,Oceania
"Munoz, Howard and Davis",11,7.14,3.5,Africa
"Jackson, Jackson and Perry",26,8.36,3.5,Asia
"Osborn, Gaines and Davis",33,7.81,5.0,Oceania
Hernandez-Campbell,10,5.05,3.0,North America
Matthews-Shaw,60,8.99,3.2,Oceania
"Haynes, Mcbride and Gutierrez",79,9.94,3.7,Asia
"Moody, Martinez and Hall",99,5.65,3.1,Asia
Jones-Kelley,41,8.07,2.7,Oceania
Holland Inc,25,7.62,4.4,North America
"Davis, Alexander and Mcintyre",66,5.13,2.6,Oceania
"Miller, Harrell and Reese",8,8.47,3.5,South America
Ruiz Ltd,68,7.57,4.8,North America
Velasquez Group,90,5.66,4.1,North America
Clark-King,18,6.67,2.8,Oceania
Welch-Thompson,60,9.26,3.1,North America
Krause Ltd,47,7.98,3.1,Asia
"Ramirez, Walker and Ray",72,6.0,4.8,Oceania
"Castro, Garcia and Daniels",86,8.88,4.8,Africa
Glover-Hammond,85,9.92,3.7,Oceania
Miller Inc,53,7.47,3.2,Oceania
Miller-Brandt,83,8.87,2.9,Europe
"Miranda, Ruiz and Meza",36,8.33,3.3,Europe
Lee-Munoz,22,5.91,2.8,Europe
Higgins Group,96,5.7,3.5,Africa
"Wagner, Walker and Roberts",50,7.37,2.5,Oceania
May Group,56,8.27,2.6,South America
Dennis-Butler,55,6.92,3.8,North America
Thomas Inc,79,7.86,3.8,North America
"Moore, Price and Ward",83,7.49,4.5,South America
Spencer LLC,67,6.71,2.6,North America
"Henderson, Cox and Cox",20,5.66,3.4,North America
Yu-Brooks,28,7.59,4.4,Africa
Lam-Elliott,33,5.19,3.9,Asia
Ford-Chavez,39,5.22,4.6,Africa
Hawkins Inc,40,7.09,2.7,South America
"Howard, Townsend and Hayes",31,6.23,4.1,South America
Anderson and Sons,15,9.25,4.0,Asia
Wyatt Ltd,94,6.16,3.2,North America
Kane-Bennett,24,9.72,2.5,North America
Martin-Mcdonald,84,7.59,4.1,Africa
White-Green,59,7.36,3.1,South America
Proctor-Taylor,71,5.3,4.1,Oceania
Ramirez-Vasquez,82,9.17,3.2,Asia
"Kramer, Sherman and Trujillo",39,7.75,3.6,South America
Cummings and Sons,12,6.9,4.6,Oceania
Duffy-Wilkerson,49,8.23,3.3,Europe
Larson-Holmes,59,7.52,2.6,South America
Guerrero Inc,75,6.12,4.7,Oceania
Cortez-Chen,49,7.5,3.9,South America
Hall-Brown,10,8.32,3.0,South America
Thomas Inc,98,8.41,4.1,North America
Morgan-Barnes,21,6.46,3.9,Europe
"Lloyd, Mckinney and Collins",28,5.29,4.2,South America
Dennis-Butler,47,5.28,4.0,Europe
Wade-Lynn,95,6.51,3.4,Europe
"Carlson, Hooper and Wall",91,6.2,3.1,Africa
Lopez-Fritz,18,8.08,4.1,Oceania
"Mckinney, Pacheco and Smith",80,6.32,4.6,Europe
"Tapia, Vaughn and Lee",10,9.33,3.4,Oceania
Mora-White,90,6.01,4.4,Asia
Combs Ltd,97,8.54,2.6,South America
Garcia Inc,67,7.25,2.8,South America
Brooks Ltd,90,8.59,4.0,Europe
"Avery, Horton and Fernandez",98,7.0,3.9,Oceania
"Garrison, Ryan and Miller",85,9.34,2.7,Africa
"Oliver, Simmons and Mcdonald",52,6.95,3.9,South America
Salazar Inc,75,6.96,3.4,Africa
"Wallace, Roman and Lawson",22,5.59,3.5,Asia
Jones-Soto,79,7.17,4.8,Asia
"Young, Wilson and Moreno",20,9.58,4.9,Africa
Davis-Palmer,62,5.25,4.9,Asia
Vaughn LLC,51,9.56,3.6,Africa
Burch-Montoya,92,5.7,4.0,Africa
Ochoa LLC,80,9.56,3.9,Oceania
Wilson-Dean,36,9.17,2.8,South America
Hill Ltd,23,5.03,3.0,Oceania
Alexander Ltd,45,9.06,4.5,North America
"Simon, Terrell and Terrell",72,5.59,2.7,Oceania
Bautista-Underwood,15,7.83,2.5,Europe
"Hicks, Bullock and Bailey",94,9.49,3.8,South America
"Conner, Li and Santiago",15,5.34,4.6,South America
Lopez and Sons,18,9.24,2.7,Asia
Arnold PLC,22,5.64,3.1,Asia
Rogers LLC,2,5.76,3.3,Europe
Carrillo-Wolfe,71,6.63,4.3,North America
King-York,57,7.51,3.2,Asia
Gross-Valencia,12,6.1,4.4,Africa
Hall and Sons,53,6.61,3.2,Oceania
Welch-Thomas,50,8.66,3.8,South America
Hernandez Ltd,46,7.17,2.5,Africa
Garcia-Jennings,20,9.66,4.8,Oceania
"Miranda, Ruiz and Meza",62,5.2,2.7,Africa
Guerrero Group,29,6.74,4.3,South America
"Garcia, Weiss and Young",48,9.67,5.0,Oceania
Brooks Ltd,77,5.38,5.0,Europe
"Delgado, Guzman and Smith",30,9.12,4.8,North America
"Parker, Benitez and Velasquez",86,5.46,3.1,Europe
"Nguyen, Olson and Freeman",89,8.42,4.4,Asia
Rhodes-Thompson,41,9.82,4.7,South America
"Jones, Torres and Blackburn",10,8.65,4.0,North America
"Fernandez, Kim and George",20,5.14,3.6,Oceania
Figueroa PLC,50,9.59,4.8,Europe
Smith-Lewis,60,7.13,3.0,Europe
"Garrison, Rogers and Adams",3,9.53,2.6,Africa
"Smith, Pena and Watts",86,8.91,4.4,South America
"Butler, Hernandez and Rivera",24,7.75,2.8,Asia
Rhodes-Holland,20,7.55,4.6,Oceania
Cortez-Olson,22,9.89,4.0,South America
"Reed, Terry and Smith",44,7.12,3.2,Oceania
Reed Group,4,7.16,3.0,North America
Bryant Group,26,6.92,3.5,Oceania
Thomas-Perry,27,7.97,4.0,Africa
Price-Ali,41,7.04,4.4,South America
Ford-Moody,3,5.9,4.9,Oceania
Bowers Group,3,7.71,3.6,Europe
"Hall, Baker and Moody",85,5.82,3.9,Asia
Edwards Group,14,7.23,3.4,South America
"Smith, Arnold and Atkins",9,5.35,3.9,North America
Rodriguez-Mendoza,39,6.98,3.5,Asia
Larson LLC,76,7.58,3.4,Africa
Alvarez-Hart,92,6.25,4.4,Africa
"Henderson, Alexander and Galvan",9,7.93,3.8,Oceania
"Carter, Hendricks and Wolfe",85,9.19,4.1,Asia
"Mcpherson, Anderson and Knapp",8,8.26,4.5,Oceania
Boyd LLC,24,6.07,3.2,Oceania
Edwards-Ramsey,94,6.12,4.5,North America
Hall and Sons,82,7.92,4.5,Africa
Walters Group,81,6.5,3.5,Oceania
"Tran, Jordan and Williams",60,8.72,4.1,Africa
Coffey-Phillips,26,5.63,4.1,South America
Hunter-Bell,93,8.99,2.8,Africa
Lewis-Murphy,4,5.07,3.9,Europe
Allen-Sanchez,44,5.8,4.4,Europe
"Griffith, Mitchell and Pugh",16,8.28,4.6,Asia
Gomez and Sons,40,9.71,4.4,Asia
"Arnold, Avila and Wilson",56,8.73,4.2,Europe
Rodriguez-Wood,41,6.01,2.7,Africa
Green-Ewing,84,6.63,2.8,Asia
Graves Group,79,5.3,3.9,North America
"Smith, Weeks and Arroyo",41,8.8,3.9,Oceania
Patel-Morales,98,9.24,4.1,Asia
Gutierrez Group,99,8.41,2.7,Oceania
"Gallegos, Adams and White",42,9.56,3.6,Oceania
"Robinson, Townsend and Hopkins",76,9.64,3.8,Oceania
"Maxwell, Rice and Watson",27,5.34,4.1,South America
"Carroll, Sullivan and Bass",96,7.85,4.6,Asia
"Estrada, Williams and Foster",68,5.17,3.2,Oceania
"Butler, Hernandez and Rivera",86,8.26,3.4,Africa
"Acosta, Garcia and Moreno",98,6.15,3.6,Africa
Peters Ltd,24,5.49,4.6,Oceania
Rogers LLC,14,8.1,4.0,Africa
Yu-Brooks,45,6.59,3.7,South America
Lambert-Nelson,35,5.61,3.9,Asia
Russell-Hayes,38,6.0,4.7,Oceania
"Chan, Lewis and Walker",71,6.52,2.6,North America
"Morgan, Bradshaw and Williams",93,7.6,5.0,South America
"Arnold, Cooper and Monroe",34,7.01,4.0,Africa
Lane Inc,34,8.12,3.5,South America
Miller-Christensen,2,8.77,2.6,Europe
White-Knox,96,5.18,2.6,Africa
"Hernandez, Jenkins and Parks",28,8.94,4.9,South America
Moss LLC,25,6.28,3.2,Oceania
"Buchanan, Walker and Chapman",1,6.01,4.2,Asia
Yates-Manning,66,7.26,2.6,South America
Lewis-Murphy,89,7.3,3.2,Europe
Campbell-Hall,28,6.55,3.3,Oceania
Callahan PLC,20,8.51,4.1,Europe
Walters Group,45,7.76,2.6,Africa
Zhang PLC,82,6.21,3.5,Europe
Ware and Sons,39,7.24,4.6,North America
Washington Group,52,7.68,3.9,Africa
Carlson-Cruz,83,8.07,3.9,Oceania
"Harper, Smith and Buchanan",81,5.28,2.8,South America
"Bass, Anderson and Taylor",61,5.08,4.9,North America
"Richardson, Farmer and Andrews",21,7.56,4.5,Europe
Rodriguez-Wood,5,6.9,4.1,North America
"Jones, Smith and Hunter",63,9.78,3.8,Europe
Garcia Inc,12,9.52,4.1,Asia
"Foster, Henry and Morrison",13,8.19,4.1,Europe
Wagner LLC,98,8.76,3.5,Asia
"Garcia, Kim and Barrett",33,7.13,4.0,Oceania
Hernandez PLC,96,8.71,2.8,South America
Kelly-Estrada,8,7.68,3.8,Asia
Ramirez-Stephenson,21,5.4,5.0,Europe
Green LLC,7,7.65,4.1,South America
"Cook, Wells and Bryant",57,5.91,4.6,Europe
Wright Ltd,73,9.26,4.3,North America
"Jacobson, Singleton and King",75,9.41,4.2,Oceania
Herrera Group,96,9.03,4.2,Africa
Foley Inc,62,5.65,3.3,South America
"Moore, Simpson and Soto",94,6.41,4.1,Asia
Carter-Neal,69,8.8,4.7,Europe
Maxwell Group,46,7.2,4.5,Europe
Williams PLC,61,9.57,3.9,Africa
"Hahn, Williams and Mcmillan",62,6.34,3.5,South America
Collins-Cox,60,8.6,4.1,Europe
Schmidt-Phillips,30,6.17,2.8,Africa
Ruiz Ltd,5,6.03,4.8,Africa
Johnson-Spencer,94,6.68,4.8,Africa
Ritter PLC,41,5.39,3.4,Africa
Wilson and Sons,55,7.85,3.1,Africa
Carrillo-Wolfe,5,9.78,2.9,North America
Barnes Group,55,8.34,4.0,South America
"Smith, Weeks and Arroyo",6,8.45,4.0,Africa
Baker Ltd,31,9.19,4.4,Europe
"Edwards, Baker and Anderson",75,5.25,3.9,South America
Bennett-Velasquez,3,7.03,3.9,Europe
Hunt PLC,1,5.43,4.7,Asia
Rodriguez-Mendoza,98,8.46,4.8,Europe
"Evans, Jackson and Sandoval",61,6.89,4.7,North America
George-Stephens,8,6.3,3.8,Europe
Hardy-Hansen,10,5.83,4.6,Europe
Holland Inc,65,5.09,3.4,South America
"Sullivan, Palmer and Brady",21,8.0,3.8,Oceania
Lam-Elliott,58,9.45,4.6,Asia
Byrd LLC,94,9.78,4.1,North America
"Barry, Taylor and Velazquez",27,7.76,4.2,South America
Rogers Inc,24,7.05,3.9,Europe
"Schmidt, Hansen and Stewart",46,5.39,4.2,Asia
"Williams, Mccoy and Cook",62,6.0,2.8,Asia
"Trujillo, Chang and Williams",68,8.6,3.6,Africa
Smith-Holt,93,7.83,4.2,Asia
"Gutierrez, Avila and Perez",83,5.29,4.1,Europe
Combs Ltd,98,5.93,3.8,Oceania
Baxter LLC,84,6.28,4.5,Africa
Moss LLC,44,7.34,4.4,Europe
Blevins-Ballard,67,7.45,4.7,North America
"Garcia, Weiss and Young",76,7.29,3.7,South America
Pena-Dyer,22,7.73,3.7,Europe
Green-Carter,23,6.52,4.6,Asia
Gregory-Nixon,4,6.29,4.8,Africa
Todd-Harvey,54,5.66,2.7,North America
"Davis, Rodriguez and Andrews",88,7.46,2.6,Oceania
Martinez-Freeman,67,5.45,4.3,Africa
Reyes-White,56,8.64,3.1,Europe
Nelson PLC,89,6.33,2.6,Oceania
"Cain, Rodriguez and Gonzales",44,6.08,2.5,Europe
Hernandez PLC,43,5.16,3.7,Europe
"Williams, Hughes and Hubbard",61,5.79,4.4,Europe
Fields Inc,88,5.05,2.9,Oceania
"Smith, Weeks and Arroyo",32,8.43,3.0,Oceania
Rodriguez-Mendoza,18,7.35,3.8,South America
Murray-Oconnor,50,7.82,4.6,South America
Doyle Ltd,19,9.8,4.5,South America
Underwood-Smith,36,9.56,4.9,North America
"Burch, Kim and Hall",1,9.7,3.3,Asia
"Hogan, Zimmerman and Hoffman",73,9.03,4.6,Oceania
Williams-Villanueva,32,7.2,4.1,Asia
Lee-Gregory,39,8.21,3.8,Asia
Boone LLC,17,8.76,4.5,Oceania
Meadows PLC,58,8.57,3.8,Asia
"Holder, Young and Hendricks",78,6.37,3.2,Africa
Moss LLC,78,5.65,3.1,Asia
Chapman and Sons,28,5.56,2.7,North America
Kim Inc,41,8.67,3.0,Europe
Erickson Inc,39,9.36,4.9,Africa
Allen-Peterson,75,6.25,3.1,South America
Duran Group,11,7.34,4.5,Africa
"Andrews, Higgins and Carter",47,5.67,3.9,Asia
Phillips PLC,66,6.26,4.0,Europe
Hill Inc,75,5.45,3.0,North America
Bishop Inc,5,6.96,4.5,Asia
"Li, Craig and Drake",75,9.59,4.0,Oceania
"Craig, Wilson and Yang",85,7.42,2.6,Europe
"Moon, Farmer and Hill",64,5.95,3.4,Asia
Baldwin-Garcia,87,7.04,3.2,North America
Campbell LLC,79,7.01,4.6,North America
Anderson-Rosario,19,6.51,3.3,Europe
"Daniel, Kelley and Murphy",72,8.02,3.7,South America
Edwards Group,69,9.25,2.8,South America
Mcdowell-Smith,88,5.12,2.6,Europe
Warner PLC,19,5.13,4.0,Europe
Barker-Moore,31,5.33,2.6,Oceania
Austin-Duran,90,9.53,4.6,Africa
Sanders-Espinoza,11,9.0,3.9,Europe
"Flores, Shaw and Barker",42,6.7,2.9,Africa
Fernandez Inc,67,9.43,3.3,Africa
"Richardson, Farmer and Andrews",38,9.13,3.7,Asia
Duran LLC,76,9.87,3.3,North America
Walker LLC,88,5.89,3.5,Africa
Alvarado-Durham,81,7.26,4.0,Asia
Collins Group,34,8.98,3.3,Africa
Ford-Chavez,87,7.41,4.7,Africa
Armstrong and Sons,42,8.23,4.9,Europe
"Alvarado, Miller and Patterson",24,9.28,4.5,Asia
"Hernandez, Shaffer and Thompson",54,9.44,3.0,Europe
Watson-Fischer,36,5.33,3.5,Oceania
Rodriguez-Campbell,56,8.41,3.3,South America
Campbell LLC,22,7.87,4.2,South America
Frazier Group,94,9.4,3.2,Asia
"Anderson, Roberts and Gilmore",31,9.67,3.5,South America
"Fry, Hayes and Olsen",23,9.42,2.7,North America
"Evans, Jackson and Sandoval",46,7.73,4.5,Asia
"Morris, Thompson and Williams",96,5.15,4.2,Oceania
Baxter LLC,8,7.16,2.5,South America
"Mcbride, Huffman and Parker",41,8.89,3.8,Oceania
"Terrell, Martinez and Wood",47,6.8,2.7,South America
"Miller, Murphy and Craig",87,5.0,4.9,North America
"Weber, Wheeler and Gonzalez",42,8.72,2.6,Africa
"White, Davis and Anderson",29,9.12,3.0,Europe
Bailey Ltd,46,5.49,3.3,South America
Stevens-Johnston,50,5.76,3.4,Asia
"Glenn, Brown and Michael",24,5.41,3.2,Oceania
Johnson LLC,61,6.53,5.0,Oceania
"Johnson, Guzman and Mccall",15,7.48,4.3,South America
"Ramos, Nelson and Fischer",9,5.56,2.9,Europe
Green-Carter,64,9.73,2.7,Africa
"Davis, Rodriguez and Andrews",89,5.27,4.9,Europe
Turner-George,25,9.98,2.5,Africa
Mcdaniel-Young,60,8.95,4.4,Asia
Ward-Patrick,40,6.33,3.2,Asia
Williams-Brown,33,9.68,2.6,North America
Duran Group,93,5.14,3.7,Asia
"Jennings, Smith and Fisher",25,6.57,2.6,Oceania
Washington-Esparza,96,9.87,2.8,North America
Conner and Sons,69,9.47,2.7,Asia
Dennis-Butler,4,9.11,4.1,North America
"Kennedy, Valdez and Stafford",7,5.21,2.6,Africa
Vaughn LLC,83,8.59,3.8,South America
"Contreras, Miller and Cooper",99,6.64,3.8,South America
Ramirez-Stephenson,14,5.52,3.6,Oceania
"Garcia, Stewart and Delacruz",30,5.91,2.5,South America
Parks LLC,45,8.03,3.8,Oceania
"Miller, Harrell and Reese",69,8.01,3.4,North America
Combs Ltd,31,5.53,3.8,Europe
Green LLC,81,7.27,4.6,South America
Young-Martinez,25,7.01,4.1,Europe
Andersen LLC,58,8.48,4.4,Europe
"Wallace, Roman and Lawson",17,6.91,4.4,Oceania
"Saunders, Sparks and Harris",63,6.67,2.8,North America
