education_required,avg_salary_usd,avg_years_experience
PhD,147525,8
Bachelor,104775,0
PhD,50384,5
PhD,99232,4
Associate,50101,6
Diploma,85318,3
Associate,98279,7
Master,145513,6
Certificate,139149,8
Diploma,122516,1
Certificate,86087,2
Master,136823,4
Certificate,122443,4
Master,123915,7
Associate,94707,5
Associate,72978,9
Associate,125518,3
Diploma,92316,2
Associate,52140,2
Master,108409,0
Master,83871,2
Certificate,52213,6
Certificate,96221,1
Associate,107659,1
Certificate,124756,1
Associate,124723,8
Associate,76704,0
Diploma,117974,6
Diploma,99325,8
PhD,62997,5
PhD,113378,2
Associate,103505,4
PhD,85750,8
Certificate,115368,7
Diploma,126982,0
PhD,58393,8
Certificate,71245,7
Certificate,60203,0
Bachelor,70582,1
Diploma,149995,4
Certificate,92016,4
Associate,112594,7
Bachelor,70396,8
Bachelor,86188,1
Master,91009,1
Associate,75766,4
Bachelor,133689,2
Master,124865,6
Diploma,139328,3
Master,78662,9
Associate,77645,2
Master,124416,7
Associate,114622,1
Bachelor,134265,6
Associate,104153,5
Associate,89884,2
Bachelor,57797,3
PhD,77063,6
Master,110633,6
Certificate,90250,3
Diploma,107505,0
Certificate,95338,6
Bachelor,112274,2
Bachelor,65876,4
PhD,148862,3
PhD,149092,2
Associate,98775,1
Bachelor,136256,4
Diploma,107185,5
Master,94136,4
PhD,134895,7
Bachelor,90444,9
PhD,141850,0
Bachelor,94967,6
Diploma,102808,2
PhD,144671,1
PhD,62335,1
Bachelor,149386,8
PhD,107976,0
Certificate,119226,0
Master,146453,1
PhD,90891,3
Master,93852,8
Certificate,82511,7
Diploma,95593,9
Diploma,53550,2
Bachelor,64508,8
PhD,66839,7
Associate,100118,6
PhD,67619,7
Master,106914,8
Associate,94104,3
Certificate,119736,9
Master,71361,4
PhD,131286,2
Associate,144183,9
Certificate,59723,5
Associate,137867,4
Certificate,116034,8
Bachelor,87211,1
Bachelor,115419,9
Certificate,139592,6
Bachelor,106825,1
Bachelor,87479,8
Certificate,104354,6
Diploma,80523,2
Associate,122855,8
Certificate,102989,3
Bachelor,95261,2
Associate,77907,8
Certificate,107045,7
PhD,112109,3
Certificate,73969,8
PhD,94217,9
PhD,111527,0
Certificate,78172,9
Bachelor,101306,4
Associate,141090,5
PhD,111333,6
Certificate,109848,5
Master,131702,1
Certificate,117916,8
Diploma,147906,0
PhD,143492,5
Certificate,90978,8
Bachelor,118522,4
Associate,147310,4
Associate,89084,1
Bachelor,74706,6
Master,129127,6
Master,64954,1
Certificate,114668,3
Associate,105363,0
Certificate,121472,0
Bachelor,129821,4
Associate,98100,5
Diploma,100737,2
Certificate,113258,2
Associate,59832,3
Bachelor,112842,5
Diploma,109511,6
Diploma,78763,3
Associate,55782,6
Associate,62182,7
PhD,123820,1
Bachelor,123272,9
Associate,90366,2
Master,147797,7
Bachelor,100033,1
PhD,128984,7
Master,102220,6
Associate,106428,6
Associate,76715,0
Diploma,127804,6
Diploma,126088,4
PhD,128949,4
Associate,132505,5
PhD,70292,9
Diploma,114212,4
PhD,125459,8
Diploma,122642,8
Associate,86049,7
Associate,130792,6
PhD,146420,3
Associate,133465,2
Associate,114378,4
Diploma,110550,3
PhD,67476,2
Certificate,86833,2
Bachelor,130230,6
Master,133280,4
Master,75596,5
Associate,86485,9
PhD,113164,8
Bachelor,56312,5
Diploma,138864,7
Diploma,57471,1
Diploma,77542,2
Master,138379,5
Associate,66510,4
PhD,107965,4
Associate,109069,3
Diploma,133119,4
Bachelor,79592,6
Master,96657,9
Master,67219,5
PhD,123937,4
PhD,75434,9
PhD,56893,4
Certificate,98195,8
Bachelor,104677,4
Certificate,111533,2
PhD,72516,6
Master,115562,7
Bachelor,147698,7
Bachelor,106485,1
Diploma,71097,9
Bachelor,91801,9
Master,96085,5
Bachelor,132776,3
PhD,120051,3
Bachelor,79933,8
Master,56153,2
Diploma,113652,4
Certificate,135330,2
PhD,57789,9
PhD,141428,3
Bachelor,131789,7
Certificate,130636,4
Associate,106766,8
PhD,92703,1
Certificate,64365,1
Certificate,77166,8
PhD,51479,9
Diploma,135289,0
Bachelor,106707,8
Associate,96433,7
Certificate,92517,5
Master,135337,4
Diploma,115439,3
Certificate,77974,8
Bachelor,99462,4
Associate,121538,4
Certificate,84740,8
Bachelor,116680,1
Master,70980,8
Master,74482,4
Bachelor,53554,6
Associate,142521,6
Master,68257,6
Associate,75821,2
Diploma,71898,4
Master,88517,7
Certificate,84172,6
Bachelor,93975,7
Associate,101686,0
Master,102130,9
Diploma,58883,5
Certificate,98377,9
Bachelor,96003,2
Bachelor,128748,9
Master,74210,1
Diploma,114209,2
Certificate,97773,7
Associate,105404,5
Certificate,131841,0
Associate,89779,4
Associate,135022,9
Diploma,70964,2
Associate,106999,5
Associate,86915,1
Diploma,104219,2
PhD,81816,8
Certificate,89084,0
Master,76757,3
Certificate,140465,3
Certificate,66179,9
Certificate,57992,8
Certificate,64504,2
Master,83809,1
PhD,77697,2
Certificate,140578,4
Associate,51375,1
Master,107163,0
Certificate,68690,0
Associate,100463,5
PhD,135196,8
Master,138571,7
Bachelor,105798,4
Bachelor,142634,3
Bachelor,65124,4
Diploma,75199,7
PhD,138309,5
Associate,101562,8
PhD,115968,5
PhD,58838,1
Diploma,80520,2
Diploma,95366,4
Master,108897,4
Master,50680,5
PhD,144563,3
Master,137973,9
Master,146514,7
PhD,107437,4
Associate,100781,4
Certificate,143628,1
Diploma,129304,6
Associate,116628,3
Diploma,73355,9
PhD,120681,4
Diploma,98513,6
Diploma,129840,0
Associate,115334,3
Certificate,88504,2
Master,81574,1
Bachelor,81545,5
Associate,95417,0
Certificate,136116,9
Master,125424,5
Associate,78029,7
Diploma,112238,2
Certificate,76605,5
Bachelor,129635,8
Diploma,90470,3
Certificate,98714,8
Certificate,100635,2
Bachelor,118195,8
Certificate,54220,0
Certificate,57552,1
Associate,140501,2
PhD,71615,8
Bachelor,98484,0
Certificate,102569,0
Associate,130605,8
Master,144102,1
Associate,96620,0
Diploma,74684,5
Certificate,137277,2
PhD,148567,0
PhD,114721,6
PhD,148669,2
PhD,123047,7
Associate,134987,4
Associate,142151,5
Certificate,132124,7
Bachelor,81092,1
Diploma,80528,5
Master,97228,9
Master,148545,7
Associate,107738,1
Certificate,67239,6
Diploma,93944,6
Diploma,122686,3
Diploma,50235,4
Associate,67673,0
Associate,115489,1
Certificate,97546,6
Master,92183,7
Certificate,79567,2
Diploma,95346,9
Associate,133977,5
Diploma,57508,8
Master,85795,3
Bachelor,132876,9
Certificate,92652,9
Certificate,75331,4
PhD,127766,2
Diploma,88893,1
Master,87185,8
Master,71048,6
PhD,100082,8
Master,147101,3
Bachelor,123557,7
Associate,58111,4
Associate,88376,3
PhD,127292,8
Certificate,125464,6
Diploma,103799,7
Associate,132157,4
Associate,130665,8
Bachelor,90019,7
Diploma,126802,8
Diploma,97619,8
Diploma,95936,6
Bachelor,139811,2
Diploma,147335,4
Master,121067,0
PhD,64112,4
Diploma,132388,3
Certificate,127732,8
Associate,51709,8
Bachelor,50487,0
Master,121544,2
Diploma,140104,3
Bachelor,140273,3
Master,86572,6
Associate,66695,7
Associate,137729,1
Associate,81620,3
PhD,101771,0
Certificate,93036,0
Master,122506,3
Master,67391,9
Bachelor,130061,3
PhD,66128,4
Diploma,62483,6
Diploma,96591,4
Bachelor,121628,9
Diploma,97664,8
Bachelor,86950,2
Bachelor,125909,4
Associate,58790,4
Certificate,83528,9
Bachelor,66225,3
Bachelor,135837,5
Bachelor,114319,4
Master,76464,3
Associate,136895,0
PhD,83607,6
Diploma,128279,8
Diploma,136060,2
Bachelor,130509,3
Certificate,133141,9
PhD,62663,0
PhD,147457,4
Associate,85196,3
PhD,108150,7
Diploma,57497,4
Master,100301,5
Associate,56726,3
Associate,120571,6
Master,87397,0
Master,128069,7
Certificate,111871,5
Bachelor,104686,7
Certificate,123718,5
Associate,110297,8
PhD,104395,9
Bachelor,77148,9
Diploma,111685,0
PhD,108215,3
Certificate,101116,1
Associate,110327,5
Master,81757,1
Certificate,117968,3
Bachelor,54201,1
Bachelor,105776,3
Master,116577,2
Bachelor,131005,2
Diploma,125769,8
Certificate,149634,3
Bachelor,89957,2
Master,53650,5
Associate,70951,1
Certificate,96516,6
Diploma,78780,1
PhD,68953,2
Master,121918,0
Diploma,123015,2
Master,83430,4
Master,80339,8
Bachelor,145310,6
PhD,149585,1
PhD,106676,3
Bachelor,62937,1
Bachelor,85961,4
Bachelor,128281,3
Certificate,109957,9
Diploma,65075,9
Certificate,92479,3
Diploma,51239,8
PhD,120808,8
Bachelor,129836,2
Associate,76191,2
Certificate,148472,2
Certificate,128309,3
Associate,111150,2
PhD,100353,7
Diploma,109070,8
Certificate,131226,2
Master,67764,2
Associate,96055,7
Associate,54075,7
Certificate,53284,8
Associate,133488,6
Diploma,51291,1
PhD,100657,4
Certificate,113767,9
Master,81529,6
Associate,67071,4
Master,138427,9
Diploma,74962,0
Bachelor,145517,9
PhD,109849,9
Associate,95365,0
Diploma,103132,5
Master,67686,5
Master,147176,1
PhD,112556,7
Associate,67501,8
Associate,79703,5
PhD,147217,7
Diploma,72742,3
PhD,83362,0
Diploma,137294,6
Master,81861,7
Certificate,129768,3
Bachelor,101131,2
Master,128122,5
Certificate,109786,9
PhD,67144,3
Master,68202,9
Diploma,65558,9
Diploma,103851,6
Diploma,77114,2
Certificate,89026,9
Master,66274,1
Master,97899,3
Bachelor,85102,3
Bachelor,68817,5
Associate,109197,9
Associate,113317,5
Bachelor,111924,8
Certificate,117501,5
Certificate,137225,1
Master,91938,7
Bachelor,53207,8
Associate,133795,5
PhD,122157,9
Bachelor,83074,5
Certificate,95163,2
Diploma,74378,1
Bachelor,89738,4
Bachelor,57677,4
Associate,60106,3
PhD,98545,5
Bachelor,117276,4
Bachelor,77489,7
Bachelor,115234,3
Diploma,146888,3
Diploma,124896,5
Associate,95518,7
Diploma,54506,7
PhD,95314,4
PhD,76470,2
Master,83306,6
Master,84829,3
Associate,65490,7
Certificate,105519,0
Associate,91959,7
Bachelor,107798,8
Master,104712,6
PhD,132112,8
Master,85597,1
Certificate,97143,6
Diploma,130918,5
Diploma,69828,9
Bachelor,60584,3
PhD,120871,9
PhD,84231,6
Master,100452,4
Certificate,129635,8
PhD,71104,2
Certificate,86764,1
Master,67597,7
Master,128483,2
Bachelor,67945,3
Bachelor,129865,2
Associate,52301,5
Diploma,115477,8
Bachelor,85219,2
Master,100274,9
Certificate,108476,2
PhD,92550,3
Diploma,102211,6
Certificate,70028,0
Bachelor,118137,1
Bachelor,128424,0
Associate,141807,2
Associate,77800,1
Bachelor,138020,8
PhD,127622,9
PhD,125548,8
Diploma,125764,0
Diploma,109549,4
Bachelor,130572,6
Diploma,95772,7
Associate,107343,5
Master,111598,7
Associate,84273,5
Diploma,129790,4
Bachelor,147117,7
Certificate,69232,2
PhD,85498,4
Certificate,111395,7
Certificate,92894,6
Diploma,101597,9
Diploma,85246,4
Master,77867,7
Diploma,85459,1
PhD,144235,5
Diploma,109299,4
Master,62290,6
PhD,103452,6
PhD,107031,7
Bachelor,124947,7
Bachelor,60454,9
Certificate,68580,0
Associate,132518,6
Bachelor,68326,4
Certificate,55889,2
Master,85305,3
Diploma,50332,0
Master,136350,1
Master,129723,7
Bachelor,76669,7
Associate,111897,6
Master,76169,3
Master,111197,2
Master,91893,9
PhD,57448,3
Certificate,75852,8
Master,94726,4
Bachelor,106384,2
Master,124992,8
Master,90067,1
Bachelor,60236,4
Master,147847,9
Diploma,70787,6
Bachelor,130222,9
Associate,102691,8
Bachelor,136963,5
Diploma,145062,5
Diploma,51886,6
PhD,101433,1
Associate,101509,2
Associate,138784,0
Diploma,76836,3
Bachelor,90810,5
PhD,136248,3
Certificate,93574,3
Certificate,89643,0
Master,129849,6
Bachelor,86470,9
Master,63443,7
Bachelor,117191,7
Diploma,105937,4
Master,148132,2
PhD,130742,7
Diploma,120400,5
Associate,119791,3
Associate,92787,2
Bachelor,72926,4
PhD,67020,0
Bachelor,148033,1
PhD,145937,1
Associate,92668,2
Diploma,60262,0
Diploma,60464,5
Bachelor,104002,5
Associate,91388,3
Diploma,66693,7
Master,61025,5
Certificate,71151,6
Master,116420,9
PhD,86686,9
Associate,146512,9
Certificate,69558,9
Diploma,79344,9
Diploma,94148,6
Certificate,54472,0
Diploma,122022,2
Master,138192,2
Master,119560,7
Diploma,107172,1
PhD,70558,3
Master,133250,2
Diploma,98303,0
PhD,143579,4
Diploma,94984,2
Certificate,64198,1
Certificate,107732,2
Master,143961,5
PhD,107840,2
Associate,51814,0
Associate,136581,5
PhD,53128,8
Diploma,123235,8
Diploma,57747,8
Master,61226,0
Master,132284,4
Associate,107556,9
Associate,59993,4
Diploma,94197,5
Certificate,140877,8
Bachelor,60840,2
Master,83845,1
Associate,129233,8
Diploma,85814,3
Certificate,64130,0
Associate,81895,5
Certificate,68603,8
Master,103236,2
Master,104696,7
Diploma,116280,9
Associate,95099,7
Certificate,121642,9
Bachelor,103634,0
Diploma,89747,2
Associate,111104,2
Certificate,116973,4
Associate,69052,8
Associate,97267,0
Associate,65575,4
Bachelor,144257,5
Associate,51619,5
Diploma,127089,2
Diploma,72222,9
Associate,86385,4
PhD,140674,7
Certificate,79066,6
Bachelor,91417,3
PhD,137941,9
Certificate,122288,0
Certificate,54276,6
Diploma,82860,2
Diploma,116723,4
Diploma,117035,2
Bachelor,89372,3
Bachelor,118510,5
PhD,51100,4
Bachelor,128381,2
Diploma,51048,5
Associate,70113,3
Associate,97460,8
Diploma,130044,2
PhD,80025,8
Diploma,143052,4
Bachelor,149491,2
Master,82072,4
Diploma,143583,9
Diploma,50569,0
Associate,62946,6
Associate,106997,4
Diploma,76634,2
Certificate,98810,5
Diploma,67595,0
Master,54412,2
Associate,123406,5
Diploma,53885,1
Diploma,147415,3
Diploma,76898,4
Bachelor,88709,0
Bachelor,107699,8
Diploma,74624,2
Master,145376,3
Master,132113,5
PhD,50365,8
Master,86055,5
Bachelor,85695,9
Diploma,96205,5
Associate,102301,6
Certificate,72077,1
PhD,132531,0
Associate,84286,2
PhD,86719,9
Certificate,70759,3
Bachelor,73912,8
Associate,112857,9
Certificate,105738,8
Associate,107986,1
Associate,96400,7
PhD,99507,9
Associate,111829,1
Bachelor,60196,2
Diploma,68202,9
Diploma,100391,0
PhD,102299,6
PhD,102932,8
Diploma,102075,8
Diploma,50431,2
PhD,95662,5
Certificate,122989,6
Master,83204,0
Diploma,98572,5
PhD,52421,3
PhD,59637,7
Associate,142682,9
Diploma,93250,3
Diploma,71859,9
PhD,89715,5
Master,97916,0
PhD,64733,8
PhD,143204,4
Certificate,93839,3
Associate,134003,5
Master,130716,3
PhD,131800,8
PhD,103911,9
Associate,104518,6
Bachelor,67584,6
Associate,89474,5
Bachelor,100327,3
Diploma,99715,6
Associate,137062,7
Certificate,124316,4
PhD,66568,5
PhD,98515,5
Associate,50659,3
Associate,74174,0
Associate,76379,6
Bachelor,76399,1
Associate,103334,1
Diploma,83695,8
Certificate,93603,9
Bachelor,63025,4
Associate,85622,1
PhD,93830,0
Bachelor,62695,8
Master,61262,8
Certificate,128209,7
Diploma,110295,1
Certificate,57594,6
PhD,99232,2
PhD,126682,2
Bachelor,149732,1
PhD,140615,2
Diploma,99408,4
Master,63397,8
Certificate,143979,5
Bachelor,77265,9
Master,71554,5
Certificate,129245,6
Master,135138,8
Bachelor,87064,7
Certificate,100485,2
Bachelor,99041,2
Certificate,130415,3
PhD,149060,9
PhD,79825,1
Bachelor,143366,1
PhD,74182,4
Certificate,131357,4
PhD,63509,0
Certificate,144867,0
Master,93561,5
Diploma,75978,7
Master,76946,4
Master,101083,2
Certificate,97310,1
PhD,55535,7
Certificate,78911,7
Master,95024,0
Bachelor,116400,1
PhD,108115,4
Diploma,108863,9
Bachelor,69641,1
PhD,136932,6
Certificate,128784,0
Associate,77474,3
PhD,67681,0
PhD,116857,6
Certificate,86051,6
Associate,96668,3
PhD,139759,2
PhD,125618,7
Master,84090,1
Master,70420,8
Master,52582,3
Bachelor,79808,4
Master,100384,3
Certificate,104016,9
PhD,116371,1
Bachelor,84065,3
Master,118060,6
Bachelor,134994,5
Bachelor,122874,9
Diploma,52411,8
Associate,53218,0
Master,133675,1
Certificate,90794,3
Certificate,85959,8
Certificate,82227,9
Diploma,66430,5
Certificate,146699,7
Bachelor,75284,0
Certificate,87203,7
Bachelor,130695,5
Master,97923,0
Master,70345,4
Bachelor,51980,5
Diploma,136673,3
Diploma,77993,9
Certificate,94203,4
Master,92743,9
Master,112229,1
Associate,137756,4
Certificate,76820,8
Master,65121,7
Certificate,114479,2
Associate,70868,4
PhD,97409,5
Master,125754,8
Associate,98671,0
Diploma,106348,8
Associate,129550,4
PhD,97466,2
Certificate,120576,9
Diploma,80294,6
Master,99966,6
Certificate,73434,0
Certificate,70757,8
Diploma,54290,7
Bachelor,101987,7
Diploma,75287,4
Diploma,109668,5
Associate,124455,2
Certificate,147026,5
Diploma,108516,8
Bachelor,90513,8
Certificate,56678,8
Master,87520,8
Bachelor,109708,4
Master,56121,5
Associate,71285,3
Diploma,90149,5
Diploma,78869,8
Bachelor,64756,5
PhD,116742,6
PhD,108249,5
Certificate,82912,2
Master,106423,3
Certificate,86388,4
PhD,131727,3
PhD,146111,4
Associate,120578,9
Associate,74033,9
Bachelor,60364,8
Master,84958,3
PhD,50603,6
Associate,50770,4
Master,83566,3
Diploma,87026,6
Associate,137540,7
PhD,94640,6
PhD,149634,0
Diploma,54573,7
Master,119964,6
PhD,127895,7
Diploma,123532,1
Certificate,66044,0
Master,53279,0
Associate,65246,4
PhD,127537,6
Bachelor,98822,3
Certificate,111746,8
Master,96186,4
Diploma,126688,7
Bachelor,116309,4
Master,148205,9
Associate,109292,5
Master,117726,4
PhD,74743,2
Certificate,118768,0
Certificate,59247,0
PhD,85037,3
Diploma,69980,7
Master,68174,0
Bachelor,63753,0
Bachelor,73482,9
Master,126032,1
PhD,148766,0
Certificate,147090,6
Bachelor,83368,8
Certificate,112340,5
PhD,135019,1
Master,97446,5
PhD,77454,7
PhD,105998,4
Master,63659,6
Certificate,141414,1
Diploma,88854,5
Diploma,75409,9
Bachelor,146625,1
Associate,140639,3
Associate,143517,0
Bachelor,87779,4
Associate,136278,7
Bachelor,115694,1
Certificate,129998,7
Diploma,125432,0
Diploma,79381,8
PhD,122976,4
PhD,89032,6
Certificate,134323,2
Master,68287,7
Master,65048,4
Bachelor,90220,2
Bachelor,89261,1
Diploma,72930,4
Master,83228,8
Bachelor,145448,7
Master,85355,6
Diploma,79303,3
Master,67542,6
PhD,98761,8
PhD,71900,6
Master,135241,9
Diploma,84024,8
Master,135749,1
Master,131728,9
Certificate,85181,8
Diploma,121780,6
Associate,73239,5
Associate,80951,2
Certificate,96962,4
Certificate,82826,8
Bachelor,128417,8
Master,120403,1
Associate,137996,5
Associate,62599,7
Certificate,66202,6
Certificate,149473,7
Certificate,143487,8
Master,100822,4
PhD,88448,6
PhD,123476,3
Bachelor,118432,9
PhD,87712,4
Master,140647,5
Certificate,101849,0
Bachelor,87623,1
Certificate,143017,2
Master,68563,7
Master,145091,1
Diploma,50468,1
Certificate,97041,8
PhD,63431,9
Associate,56728,5
PhD,131396,2
Diploma,56418,9
PhD,87201,8
Certificate,121478,6
Certificate,63944,9
Master,140537,8
PhD,135495,9
Certificate,75741,1
Master,118141,8
Diploma,148916,4
Master,122609,4
Associate,99540,5
Associate,144393,7
Master,124552,6
Diploma,104250,6
Master,115616,6
Bachelor,134548,4
Associate,57002,2
Certificate,90095,8
Certificate,136613,3
Bachelor,69984,0
PhD,132665,6
PhD,90863,3
PhD,109883,2
Diploma,131459,5
Certificate,115139,2
Associate,78199,8
PhD,54318,1
Associate,54673,8
Bachelor,107647,0
Certificate,129869,3
Certificate,145763,0
Associate,90051,0
Certificate,57387,3
Diploma,149675,4
Bachelor,92059,1
Bachelor,115982,4
Bachelor,105710,2
Diploma,62739,1
